id_acidente,id_veiculo,TipoVeiculo,SexoCondutor,idade_condutor,CategoriaHabilitacao,UsaCintoSeguranca,EstadoAlcoolizacao,escolaridade
D021802828,01,moto,Masculino,62,Sem Informação,Sem Informação,Branco,Sem Informação
D021802828,02,sem informação,Sem Informação,SI,Sem Informação,Sem Informação,Branco,Sem Informação
D021802832,01,moto,Masculino,20,Sem Informação,Sem Informação,Branco,Ensino Fundamental II
D021802833,01,ônibus,Masculino,36,Sem Informação,Sem Informação,Branco,Ensino Médio
D021802834,01,moto,Masculino,46,Sem Informação,Sem Informação,Branco,Superior
D021802834,02,caminhonete,Masculino,38,Sem Informação,Sem Informação,Suspeita de Álcool,Sem Informação
D021802838,01,automóvel,Masculino,65,Sem Informação,Sem Informação,Branco,Superior
D021802838,02,moto,Feminino,22,Sem Informação,Sem Informação,Branco,Sem Informação
D021802840,01,automóvel,Masculino,SI,Sem Informação,Sem Informação,Branco,Sem Informação
D021802840,02,sem informação,Sem Informação,SI,Sem Informação,Sem Informação,Branco,Sem Informação
D021802842,01,moto,Masculino,37,Sem Informação,Sem Informação,Branco,Sem Informação
D021802842,02,sem informação,Sem Informação,SI,Sem Informação,Sem Informação,Branco,Sem Informação
D021802843,01,moto,Feminino,28,Sem Informação,Sem Informação,Branco,Sem Informação
D021802843,02,sem informação,Sem Informação,SI,Sem Informação,Sem Informação,Branco,Sem Informação
D021802844,01,caminhonete,Masculino,54,Sem Informação,Sem Informação,Branco,Sem Informação
D021802844,02,moto,Masculino,22,Sem Informação,Sem Informação,Branco,Ensino Médio
D021802847,01,automóvel,Masculino,47,Sem Informação,Sem Informação,Branco,Ensino Médio
D021802847,02,moto,Masculino,42,Sem Informação,Sem Informação,Branco,Sem Informação
D021802853,01,moto,Masculino,25,Sem Informação,Sem Informação,Branco,Ensino Médio
D021802853,02,caminhonete,Masculino,23,Inabilitado,Sem Informação,Branco,Ensino Médio
D021802856,01,ônibus,Masculino,56,Habilitado,Sem Informação,Branco,Sem Informação
D021802858,01,moto,Feminino,21,Sem Informação,Sem Informação,Branco,Ensino Médio
D021802858,02,automóvel,Sem Informação,SI,Sem Informação,Sem Informação,Branco,Sem Informação
D021802859,01,automóvel,Masculino,41,Sem Informação,Sem Informação,Alcoolizado,Ensino Médio
D021802859,02,automóvel,Masculino,33,Sem Informação,Sem Informação,Não Alcoolizado ,Sem Informação
D021802862,01,automóvel,Masculino,32,Sem Informação,Sem Informação,Branco,Ensino Médio
D021802862,02,automóvel,Masculino,38,Sem Informação,Sem Informação,Branco,Ensino Médio
D021802862,03,automóvel,Masculino,37,Sem Informação,Sem Informação,Branco,Ensino Médio
D021802870,01,moto,Sem Informação,SI,Sem Informação,Sem Informação,Branco,Sem Informação
D021802870,02,caminhonete,Masculino,48,Sem Informação,Sem Informação,Branco,Superior
D021802875,01,moto,Masculino,52,Habilitado,Sem Informação,Branco,Sem Informação
D021802875,02,caminhonete,Masculino,52,Habilitado,Sem Informação,Branco,Sem Informação
D021802877,01,moto,Masculino,25,Sem Informação,Sem Informação,Branco,Ensino Médio
D021802885,01,ônibus,Masculino,57,Sem Informação,Sem Informação,Branco,Ensino Fundamental II
D021802886,01,moto,Masculino,47,Sem Informação,Sem Informação,Branco,Ensino Fundamental I
D021802886,02,sem informação,Masculino,SI,Sem Informação,Sem Informação,Branco,Sem Informação
D021802889,01,moto,Masculino,29,Sem Informação,Sem Informação,Branco,Ensino Médio
D021802889,02,automóvel,Masculino,73,Sem Informação,Sem Informação,Branco,Ensino Fundamental I
D021802894,01,moto,Masculino,38,Sem Informação,Sem Informação,Branco,Sem Informação
D021802894,02,automóvel,Feminino,30,Sem Informação,Sem Informação,Branco,Ensino Médio
D021802913,01,moto,Feminino,27,Sem Informação,Sem Informação,Branco,Superior
D021802913,02,automóvel,Feminino,36,Habilitado,Sem Informação,Branco,Superior
D021802918,01,automóvel,Masculino,32,Sem Informação,Sem Informação,Alcoolizado,Ensino Fundamental II
D021802928,01,moto,Feminino,44,Habilitado,Sem Informação,Branco,Sem Informação
D021802928,02,caminhonete,Masculino,36,Habilitado,Sem Informação,Branco,Sem Informação
D021802929,01,automóvel,Feminino,47,Sem Informação,Sem Informação,Branco,Superior
D021802929,02,automóvel,Masculino,51,Sem Informação,Sem Informação,Branco,Superior
D021802933,01,moto,Masculino,37,Sem Informação,Sem Informação,Branco,Superior
D021802933,02,automóvel,Sem Informação,SI,Sem Informação,Sem Informação,Branco,Sem Informação
D021802939,01,moto,Masculino,34,Sem Informação,Sem Informação,Branco,Sem Informação
D021802946,01,moto,Masculino,22,Sem Informação,Sem Informação,Branco,Ensino Médio
D021802946,02,automóvel,Sem Informação,SI,Sem Informação,Sem Informação,Branco,Sem Informação
D021802949,01,moto,Masculino,42,Sem Informação,Sem Informação,Branco,Sem Informação
D021802949,02,automóvel,Sem Informação,SI,Sem Informação,Sem Informação,Branco,Sem Informação
D021802955,01,caminhonete,Masculino,30,Sem Informação,Sem Informação,Branco,Ensino Médio
D021802959,01,moto,Masculino,31,Sem Informação,Sem Informação,Branco,Sem Informação
D021802964,01,automóvel,Masculino,28,Inabilitado,Sem Informação,Branco,Sem Informação
D021802964,02,automóvel,Masculino,69,Sem Informação,Sem Informação,Branco,Sem Informação
D021802965,01,moto,Feminino,36,Sem Informação,Sem Informação,Branco,Superior
D021802965,02,automóvel,Masculino,SI,Sem Informação,Sem Informação,Branco,Sem Informação
D021802970,01,moto,Masculino,23,Sem Informação,Sem Informação,Branco,Sem Informação
D021802970,02,automóvel,Masculino,34,Sem Informação,Sem Informação,Branco,Ensino Médio
D021802972,01,sem informação,Masculino,31,Sem Informação,Sem Informação,Branco,Superior
D021802972,02,moto,Masculino,25,Sem Informação,Sem Informação,Branco,Superior
D021802973,01,moto,Masculino,24,Sem Informação,Sem Informação,Branco,Superior
D021802974,01,caminhonete,Masculino,SI,Sem Informação,Sem Informação,Branco,Sem Informação
D021802975,01,automóvel,Feminino,32,Sem Informação,Sem Informação,Branco,Superior
D021802976,01,moto,Masculino,20,Habilitado,Sem Informação,Branco,Superior
