id_acidente,cadlogA,nomeA,cadlogB,nomeB,alt_num,referencia,data,hora,CodigoAcidente,dp,bo,automovel,moto,onibus,caminhao,bicicleta,onibus_fretado,onibus_urbano,microonibus,caminhonete,carroca,outros,sem_informacao,ferida,obito,det,distrito,princ_a,princ_b,TipoAcidente,latitude,longitude,geocoding,obstaculo,observacao,ocorrenciaPolicial
D021800904,14792,NOVA TIMBOTEUA, RUA,     ,,89,               ,22/02/2018,08:07,atropelamento,70 ,571   ,0,0,0,1,0,0,0,0,0,0,0,0,1,0,SE1,72,14792,,Atropelamento,-23.6004,-46.5301,,,,
D021800906,15425,CANTIDIO SAMPAIO, AV  DEP  ,     ,,2658,               ,25/02/2018,11:20,com vítima,72 ,1309  ,1,1,0,0,0,0,0,0,0,0,0,0,1,0,NO2,11,15425,,Colisão transversal,-23.4585,-46.6872,,,,
D021800910,62738,JEQUERI, RUA,     ,,398,               ,06/02/2018,20:00,atropelamento,24 ,991   ,1,0,0,0,0,0,0,0,0,0,0,0,1,0,LE3,18,62738,,Atropelamento,-23.498,-46.4991,,,,
D021800917,19708,VILA EMA, AV ,     ,,705,               ,04/02/2018,02:13,com vítima,56 ,697   ,1,0,0,0,0,0,0,0,1,0,0,0,1,0,SE1,1 ,19708,,Colisão frontal,-23.5796,-46.5693,,,,
D021800919,19931,WASHINGTON LUIS, AV ,11731,LEONARDO, RUA PDE  ,0,               ,04/02/2018,02:56,com vítima,11 ,981   ,2,0,0,0,0,0,0,0,0,0,0,0,1,0,SU2,15,11731,19931,Capotamento,-23.6288,-46.6662,,,,
D021800920,02436,ASSUNCAO, RUA,     ,,157,               ,19/02/2018,14:00,com vítima,12 ,697   ,0,1,0,0,0,0,0,0,1,0,0,0,1,0,LE1,10,02436,,Colisão,-23.5431,-46.6247,,,,
D021800921,16855,RAMIZ GALVAO, AV ,09512,ITAMONTE, RUA,0,               ,24/02/2018,12:00,com vítima,39 ,1938  ,1,1,0,0,0,0,0,0,0,0,0,0,1,0,CN2,92,09512,16855,Colisão transversal,-23.4867,-46.5751,,,,
D021800924,25058,MARIA TEREZA DE ANDRADE, RUA,     ,,10,               ,25/02/2018,22:04,com vítima,25 ,1776  ,2,0,0,0,0,0,0,0,0,0,0,0,1,0,SU4,55,25058,,Colisão lateral,-23.8544,-46.7585,,,,
D021800925,07786,GASOMETRO, RUA DO ,     ,,683,               ,22/02/2018,13:45,atropelamento,12 ,774   ,1,0,0,0,0,0,0,0,0,0,0,0,1,0,LE1,10,07786,,Atropelamento,-23.5434,-46.6201,,,,
D021800928,11747,LEONCIO DE MAGALHAES, AV ,     ,,300,               ,26/02/2018,07:13,com vítima,09 ,634   ,1,1,0,0,0,0,0,0,0,0,0,0,1,0,CN2,70,11747,,Colisão,-23.4977,-46.6155,,,,
D021800931,00153,EDUARDO CINELLI, RUA,     ,,98,               ,10/02/2018,20:48,com vítima,98 ,1080  ,2,0,0,0,0,0,0,0,0,0,0,0,1,0,SU3,58,00153,,Colisão frontal,-23.694,-46.6468,,,,
D021800933,00079,ABURA, RUA,     ,,243,               ,17/02/2018,20:20,com vítima,13 ,1358  ,1,1,0,0,0,0,0,0,0,0,0,0,1,0,CN1,21,00079,,Colisão lateral,-23.4851,-46.6599,,,,
D021800934,04736,CELSO GARCIA, AV ,     ,,658,               ,12/02/2018,04:55,com vítima,12 ,911   ,1,1,0,0,0,0,0,0,0,0,0,0,1,0,LE1,8 ,04736,,Colisão traseira,-23.5385,-46.6056,,,,
D021800936,61660,NELSON GAMA DE OLIVEIRA, RUA,63081,CLODOMIRO DE OLIVEIRA, RUA,0,               ,06/02/2018,16:35,com vítima,89 ,1415  ,1,1,0,0,0,0,0,0,0,0,0,0,1,0,OE3,83,61660,63081,Colisão frontal,-23.6279,-46.7437,,,,
D021800937,25162,FRANCISCO INACIO SOLANO, RUA,     ,,10,               ,23/02/2018,19:25,atropelamento,101,1742  ,0,0,1,0,0,0,0,0,0,0,0,0,1,0,SU4,30,25162,,Atropelamento,-23.7435,-46.6648,,,,
D021800939,19764,VINTE E TRES DE MAIO, AV ,     ,,0,SBVD Beneficenc,19/02/2018,02:00,com vítima,03 ,1506  ,1,0,0,0,0,0,0,0,0,0,0,0,1,0,SU2,49,19764,,Choque,-23.5682,-46.6403,,AR,,
D021800948,63003,ALZIRO PINHEIRO MAGALHAES, RUA,     ,,1176,               ,14/02/2018,17:42,com vítima,85 ,1404  ,0,1,1,0,0,0,0,0,0,0,0,0,1,0,SU4,30,63003,,Colisão lateral,-23.7553,-46.6874,,,,
D021800949,01429,ANHANGUERA, VIA,     ,,22000,               ,25/02/2018,19:25,atropelamento,46 ,1386  ,0,0,0,0,0,0,0,0,0,0,0,1,1,0,RV1,3 ,01429,,Atropelamento,-23.4523,-46.7862,,,,
D021800952,26500,VICENTE RAO, AV  PROF ,     ,,2051,               ,18/02/2018,06:05,com vítima,27 ,1424  ,1,0,0,0,0,0,0,0,0,0,0,0,1,0,SO2,71,26500,,Choque,-23.6405,-46.6754,,PO,,
D021800953,10362,JOAO MANUEL, RUA PDE  ,     ,,607,               ,21/02/2018,16:30,com vítima,78 ,835   ,1,1,0,0,0,0,0,0,0,0,0,0,1,0,OE1,45,10362,,Colisão,-23.5627,-46.6631,,,,
D021800955,16339,CARLOS LACERDA, AV ,     ,,1800,               ,18/02/2018,08:45,com vítima,37 ,1322  ,0,2,0,0,0,0,0,0,0,0,0,0,1,0,OE3,17,16339,,Colisão transversal,-23.6471,-46.7788,,,,
D021800956,15032,ORATORIO, AV  DO ,     ,,1592,               ,01/02/2018,18:45,com vítima,42 ,345   ,2,1,0,0,0,0,0,0,0,0,0,0,1,0,SE1,72,15032,,Colisão lateral,-23.5894,-46.5525,,,,
D021800959,44946,DOMINGOS PEIXOTO DA SILVA, RUA,     ,,40,               ,11/02/2018,01:06,atropelamento,47 ,1453  ,0,0,0,0,0,0,0,0,0,0,0,1,1,0,SO3,19,44946,,Atropelamento,-23.6645,-46.7768,,,,
D021800961,04561,CASTELO BRANCO, AV  PRES ,     ,,2000,               ,02/02/2018,18:45,com vítima,02 ,1055  ,1,1,0,0,0,0,0,0,0,0,0,0,1,0,TT ,56,29772,,Colisão traseira,-23.5218,-46.6139,,,,
D021800964,04533,CASA VERDE, AV ,     ,,677,               ,22/02/2018,21:15,atropelamento,13 ,1815  ,0,1,0,0,0,0,0,0,0,0,0,0,2,0,CN1,21,04533,,Atropelamento,-23.5008,-46.6497,,,,
D021800965,17799,SANTOS DUMONT, AV ,06642,ESTADO, AV  DO ,0,               ,04/02/2018,08:12,com vítima,02 ,709   ,0,2,0,0,0,0,0,0,0,0,0,0,2,0,CN1,9 ,06642,17799,Colisão transversal,-23.5239,-46.6304,,,,
D021800967,18102,SERTORIO, RUA MAJ  ,     ,,1,               ,08/02/2018,18:30,com vítima,77 ,892   ,0,0,1,0,0,0,0,0,0,0,0,0,1,0,CN3,66,18102,,Queda ocupante dentro,-23.5452,-46.6437,,,,
D021800968,02607,AUSONIA, RUA,     ,,358,               ,05/02/2018,14:30,com vítima,39 ,1305  ,0,0,1,0,0,0,0,0,0,0,0,0,1,0,CN2,82,02607,,Queda ocupante fora,-23.477,-46.6053,,,,
D021800974,44486,SOLIDARIEDADE, RUA,     ,,168,               ,06/02/2018,13:31,atropelamento,46 ,483   ,1,0,0,0,0,0,0,0,0,0,0,0,1,0,SO3,19,44486,,Atropelamento,-23.6673,-46.7755,,,,
D021800977,00999,SANTO AMARO, AV ,     ,,3205,               ,03/02/2018,06:53,com vítima,27 ,944   ,1,1,0,0,0,0,0,0,0,0,0,0,1,0,SO1,15,00999,,Colisão,-23.6122,-46.6776,,,,
D021800978,16332,PIRAJA, RUA VISC  DE ,     ,,860,               ,08/02/2018,12:15,com vítima,95 ,471   ,2,0,0,0,0,0,0,0,0,0,0,0,1,0,SE2,34,16332,,Colisão transversal,-23.6056,-46.6122,,,,
D021800979,45085,SEBASTIAO PIMENTEL, RUA,     ,,300,               ,07/02/2018,11:45,com vítima,101,1165  ,1,1,0,0,0,0,0,0,0,0,0,0,2,0,SE3,73,45085,,Colisão transversal,-23.6029,-46.475,,,,
D021800988,00543,ALCANTARA MACHADO, AV ,     ,,1000,               ,26/02/2018,11:22,com vítima,08 ,1309  ,0,1,0,0,0,0,0,0,0,0,0,0,1,0,LE1,10,00543,,Queda moto/bicicleta,-23.5527,-46.6149,,,,
D021800989,13133,MARIA AMALIA LOPES AZEVEDO, RUA,     ,,0,NC             ,21/02/2018,10:30,com vítima,20 ,1838  ,1,1,0,0,0,0,0,0,0,0,0,0,1,0,CN2,81,13133,,Colisão,-23.4562,-46.5941,,,,
D021800992,17083,RICARDO JAFET, AV  DR   ,     ,,701,               ,16/02/2018,08:50,com vítima,06 ,534   ,1,1,0,0,0,0,0,0,0,0,0,0,1,0,SU1,90,17083,,Colisão lateral,-23.5829,-46.6161,,,,
D021800995,69727,BENTO DO AMARAL DA SILVA, RUA,70042,DIOGO DO REGO MENDONCA, RUA,0,               ,13/02/2018,07:40,com vítima,55 ,1404  ,2,0,0,0,0,0,0,0,0,0,0,0,2,0,SE3,75,69727,70042,Colisão transversal,-23.6297,-46.4719,,,,
D021801001,11328,JULIO DE CASTILHOS, RUA,06381,ELOI CERQUEIRA, RUA,0,               ,24/02/2018,09:24,atropelamento,81 ,891   ,0,0,0,0,0,0,0,0,1,0,0,0,1,0,LE1,8 ,06381,11328,Atropelamento,-23.5405,-46.5925,,,,
D021801004,08651,HELIOTROPIOS, RUA DOS,     ,,286,               ,23/02/2018,17:30,atropelamento,16 ,1796  ,1,0,0,0,0,0,0,0,0,0,0,0,1,0,SU2,77,08651,,Atropelamento,-23.6082,-46.6394,,,,
D021801005,45819,ARI DA ROCHA MIRANDA, RUA,     ,,33,               ,26/02/2018,12:10,com vítima,73 ,2008  ,0,1,1,0,0,0,0,0,0,0,0,0,2,0,CN2,39,45819,,Colisão frontal,-23.4548,-46.5841,,,,
D021801006,09078,IMIRIM, AV ,     ,,2979,               ,14/02/2018,07:30,com vítima,38 ,1345  ,1,1,0,0,0,0,0,0,0,0,0,0,1,0,CN1,21,09078,,Colisão lateral,-23.4813,-46.6552,,,,
D021801007,09529,ITAPECERICA, ES  DE ,     ,,190,               ,14/02/2018,15:00,com vítima,37 ,764   ,0,1,0,0,0,0,0,0,0,0,0,0,1,0,SO3,46,09529,,Queda moto/bicicleta,-23.646,-46.7465,,,,
D021801008,05567,CRUZEIRO DO SUL, AV ,     ,,1800,               ,15/02/2018,06:30,com vítima,09 ,506   ,0,0,1,0,0,0,0,0,0,0,0,0,1,0,CN2,70,05567,,Queda ocupante dentro,-23.5127,-46.6247,,,,
D021801014,18279,SILVIO DE SOUSA, RUA,20236,LUIZ FERREIRA DA SILVA, AV ,0,               ,05/02/2018,10:20,com vítima,29 ,227   ,1,0,0,0,1,0,0,0,0,0,0,0,1,0,SE2,1 ,18279,20236,Colisão frontal,-23.5744,-46.5593,,,,
D021801020,03546,BOTURUSSU, AV ,13881,MIGUEL, AV  S    ,0,               ,05/02/2018,20:56,com vítima,62 ,963   ,1,1,0,0,0,0,0,0,0,0,0,0,1,0,LE3,64,03546,13881,Colisão lateral,-23.5069,-46.4876,,,,
D021801021,38022,BALNEARIO SAO JOSE, RUA,     ,,1176,               ,04/02/2018,01:40,atropelamento,85 ,610   ,0,1,0,0,0,0,0,0,0,0,0,0,1,0,SU4,23,38022,,Atropelamento,-23.7648,-46.7173,,,,
D021801027,04308,CARLOS BELMIRO CORREIA, RUA,02233,ARMANDO COELHO SILVA, RUA,0,               ,21/02/2018,08:00,com vítima,13 ,1453  ,1,1,0,0,0,0,0,0,0,0,0,0,1,0,CN1,21,02233,4308,Colisão transversal,-23.4957,-46.6585,,,,
D021801036,78683,FELIX BITENCOURT, RUA TTE  ,     ,,445,               ,15/02/2018,10:04,com vítima,55 ,399   ,1,0,0,0,0,0,0,0,0,0,0,0,1,0,SE3,75,78683,,Choque,-23.6347,-46.4468,,PA,,
D021801037,99021,CORACAO SERTANEJO, RUA,     ,,5,               ,18/02/2018,11:00,com vítima,53 ,1075  ,0,1,0,0,0,0,0,0,0,0,0,0,1,0,LE4,25,99021,,Queda moto/bicicleta,-23.5686,-46.4173,,,,
D021801039,03509,BELMIRA MARIN, AV  DONA ,     ,,1909,               ,28/02/2018,05:42,com vítima,101,1865  ,0,1,1,0,0,0,0,0,0,0,0,0,1,0,SU4,30,03509,,Colisão traseira,-23.7462,-46.6878,,,,
D021801042,70248,MIGUEL FERREIRA DE MELO, RUA,     ,,12,               ,12/02/2018,03:00,atropelamento,55 ,1346  ,0,0,0,0,0,0,0,0,0,0,0,1,1,0,SE3,75,70248,,Atropelamento,-23.6287,-46.4448,,,,
D021801044,01803,ANTONIO MUNHOZ BONILHA, AV ,     ,,1396,               ,13/02/2018,22:30,com vítima,40 ,1257  ,1,1,0,0,0,0,0,0,0,0,0,0,1,0,NO2,50,01803,,Colisão transversal,-23.4952,-46.6782,,,,
D021801045,07716,GALENO DE ALMEIDA, RUA,     ,,207,               ,08/02/2018,17:40,com vítima,14 ,1405  ,3,0,0,0,0,0,0,0,0,0,0,0,1,0,OE4,45,07716,,Colisão,-23.5527,-46.6778,,,,
D021801051,12403,M'BOI MIRIM, ES ,     ,,150,               ,06/02/2018,19:00,com vítima,92 ,1156  ,0,0,1,0,0,0,0,0,0,0,0,0,1,0,SO3,46,12403,,Queda ocupante dentro,-23.6686,-46.7334,,,,
D021801052,22127,GRANDE SAO PAULO, VD ,     ,,1,               ,28/02/2018,07:15,com vítima,56 ,713   ,1,1,0,0,0,0,0,0,0,0,0,1,1,0,TS ,34,22127,,Colisão lateral,-23.5863,-46.5973,,,,
D021801055,00543,ALCANTARA MACHADO, AV ,     ,,360,               ,04/02/2018,06:15,com vítima,08 ,744   ,0,2,0,0,0,0,0,0,0,0,0,0,1,0,LE1,10,00543,,Colisão,-23.5518,-46.6216,,,,
D021801056,09276,IPIRANGA, AV ,17115,RIO BRANCO, AV ,0,               ,28/02/2018,15:00,com vítima,03 ,999   ,1,1,0,0,0,0,0,0,0,0,0,0,1,0,CN3,66,09276,17115,Colisão traseira,-23.5407,-46.6385,,,,
D021801062,00614,ALESSANDRO GIULIO DELL'ARINGA, RUA,     ,,357,               ,21/02/2018,13:55,atropelamento,49 ,1657  ,0,0,1,0,0,0,0,0,0,0,0,0,1,0,SE3,73,00614,,Atropelamento,-23.5956,-46.488,,,,
D021801064,03509,BELMIRA MARIN, AV  DONA ,     ,,4000,               ,13/02/2018,06:15,atropelamento,101,1379  ,0,0,0,0,0,0,0,0,0,0,0,1,1,0,SU4,30,03509,,Atropelamento,-23.7546,-46.6777,,,,
D021801066,17711,SAMPEI SATO, RUA,     ,,444,               ,14/02/2018,20:50,com vítima,62 ,1203  ,1,0,0,0,1,0,0,0,0,0,0,0,1,0,LE3,28,17711,,Colisão frontal,-23.4858,-46.4796,,,,
D021801069,04775,CEREJEIRAS, AV  DAS,     ,,1633,               ,12/02/2018,01:06,com vítima,19 ,898   ,0,1,0,0,0,0,0,0,0,0,0,1,1,0,CN2,89,04775,,Colisão transversal,-23.5024,-46.5761,,,,
D021801070,12716,MANUEL GAYA, RUA,     ,,1708,               ,25/02/2018,23:19,com vítima,20 ,1723  ,2,0,0,0,0,0,0,0,0,0,0,0,1,0,CN2,81,12716,,Colisão traseira,-23.4591,-46.6046,,,,
D021801074,15567,PASSAGEM, RUA BR    DA ,09998,JATAI, RUA,0,               ,15/02/2018,13:46,com vítima,91 ,819   ,0,1,0,0,0,0,0,0,0,0,0,1,1,0,NO1,88,09998,15567,Colisão transversal,-23.5229,-46.7288,,,,
D021801076,05679,DAMASIO PINTO, RUA,     ,,1230,               ,20/02/2018,22:35,com vítima,32 ,1301  ,0,1,1,0,0,0,0,0,0,0,0,0,0,1,LE4,37,05679,,Colisão frontal,-23.527,-46.4323,,,,
D021801078,12785,MANUEL CAMPELLO, RUA PDE  ,     ,,436,               ,08/02/2018,13:48,com vítima,46 ,999   ,1,1,0,0,0,0,0,0,0,0,0,0,1,0,NO3,61,12785,,Colisão transversal,-23.4055,-46.7571,,,,
D021801091,38022,BALNEARIO SAO JOSE, RUA,     ,,7282,               ,15/02/2018,01:40,com vítima,85 ,1409  ,1,0,1,0,0,0,0,0,0,0,0,0,1,1,SU4,23,38022,,Colisão traseira,-23.7641,-46.7166,,,,
D021801092,17735,BERTOPOLIS, RUA,     ,,667,               ,09/02/2018,10:05,atropelamento,87 ,1000  ,0,0,0,0,0,0,0,1,0,0,0,0,0,1,NO3,63,17735,,Atropelamento,-23.4841,-46.7097,,,,
D021801093,13384,MARIANO RONCHI, RUA PDE  ,     ,,1507,               ,16/02/2018,14:20,atropelamento,87 ,1160  ,1,0,0,0,0,0,0,0,0,0,0,0,1,0,NO3,63,13384,,Atropelamento,-23.4876,-46.7141,,,,
D021801094,11356,JULIO SAYAGO, RUA,     ,,87,               ,09/02/2018,17:40,com vítima,24 ,1075  ,1,1,0,0,0,0,0,0,0,0,0,0,1,0,LE3,5 ,11356,,Colisão lateral,-23.533,-46.4918,,,,
D021801095,02429,ASSIS RIBEIRO, RUA DR   ,05280,COPEREMA, RUA,0,               ,27/02/2018,19:10,com vítima,10 ,1693  ,1,0,1,0,0,0,0,0,0,0,0,0,1,0,LE3,59,02429,5280,Colisão,-23.5089,-46.5486,,,,
D021801100,16305,ANTONELO DA MESSINA, AV ,     ,,653,               ,06/02/2018,14:47,atropelamento,73 ,1246  ,1,0,0,0,0,0,0,0,0,0,0,0,1,0,CN2,81,16305,,Atropelamento,-23.4507,-46.5884,,,,
D021801101,19100,BANDEIRANTES, AV  DOS,     ,,950,               ,28/02/2018,07:59,com vítima,96 ,484   ,0,1,0,0,0,0,0,0,1,0,0,0,1,0,PB ,35,19100,,Colisão lateral,-23.6005,-46.6836,,,,
D021801103,08288,GUALBERTO LIMA, RUA PDE  ,     ,,401,               ,04/02/2018,23:15,com vítima,28 ,994   ,1,1,0,0,0,0,0,0,0,0,0,0,1,0,NO2,29,08288,,Choque,-23.4905,-46.6896,,VE,,
D021801115,14767,NOVA CANTAREIRA, AV ,     ,,4634,               ,05/02/2018,17:00,com vítima,20 ,1109  ,2,1,0,0,0,0,0,0,0,0,0,0,2,0,CN2,81,14767,,Sem Informação,-23.4595,-46.6151,,,,
D021801116,03509,BELMIRA MARIN, AV  DONA ,     ,,4826,               ,19/02/2018,06:29,com vítima,101,1562  ,0,0,0,0,0,0,0,1,0,0,0,0,1,0,SU4,30,03509,,Choque,-23.7556,-46.6703,,PA,,
D021801124,17824,SAPOPEMBA, AV ,     ,,15152,               ,01/02/2018,14:06,atropelamento,55 ,900004,0,1,0,0,0,0,0,0,0,0,0,0,4,0,SE3,75,17824,,Atropelamento,-23.6179,-46.4682,,,,
D021801125,12156,LUIZ AYRES, RUA DR   ,     ,,2131,               ,02/02/2018,22:40,com vítima,65 ,907   ,0,1,0,0,0,0,0,0,0,0,0,0,1,0,LE3,5 ,12156,,Queda moto/bicicleta,-23.5399,-46.4845,,,,
D021801136,04561,CASTELO BRANCO, AV  PRES ,     ,,3000,               ,20/02/2018,03:10,com vítima,02 ,1111  ,1,0,0,0,0,0,0,0,1,0,0,0,1,0,TT ,56,29772,,Colisão frontal,-23.5198,-46.6231,,,,
D021801138,20179,JOAO PERES, RUA,     ,,1,               ,20/02/2018,07:20,atropelamento,64 ,921   ,1,0,0,0,0,0,0,0,0,0,0,0,1,0,LE3,5 ,20179,,Atropelamento,-23.5362,-46.4857,,,,
D021801139,06224,EDU CHAVES, AV ,     ,,1240,               ,16/02/2018,20:30,com vítima,73 ,1659  ,1,1,0,0,0,0,0,0,0,0,0,0,1,0,CN2,39,06224,,Colisão,-23.4775,-46.5682,,,,
D021801142,14094,MOGI DAS CRUZES, ES  DE ,     ,,2210,               ,15/02/2018,11:35,atropelamento,62 ,548   ,1,0,0,0,0,0,0,0,0,0,0,0,1,0,LE3,64,14094,,Atropelamento,-23.5163,-46.4782,,,,
D021801143,13146,MATEUS GARCIA, RUA,     ,,656,               ,05/02/2018,10:40,com vítima,20 ,1079  ,1,0,0,0,0,0,0,0,0,0,0,0,1,0,CN2,81,13146,,Choque,-23.4521,-46.6234,,PO,,
D021801148,17820,TITO, AV  MAL  ,     ,,4156,               ,05/02/2018,13:25,atropelamento,50 ,1222  ,0,0,1,0,0,0,0,0,0,0,0,0,1,0,LE2,84,17820,,Atropelamento,-23.4943,-46.4065,,,,
D021801151,46686,JANIO QUADROS, TN  PRES ,     ,,0,NC             ,05/02/2018,16:30,com vítima,15 ,332   ,1,1,0,0,0,0,0,0,0,0,0,0,1,0,SO1,35,46686,,Colisão lateral,-23.5909,-46.6882,,,,
D021801152,70283,DARCY REIS, AV ,     ,,10,               ,03/02/2018,15:00,com vítima,51 ,1049  ,0,1,0,0,0,0,0,0,0,0,0,0,1,0,OE2,67,70283,,Choque,-23.5726,-46.7725,,PO,,
D021801153,29772,MARGINAL DO RIO TIETE, AV ,     ,,1465,               ,22/02/2018,21:30,com vítima,33 ,1371  ,2,0,0,0,0,0,0,0,0,0,0,0,1,0,TT ,63,29772,,Colisão,-23.507,-46.7136,,,,
D021801157,17177,GALLIANO MASINI, RUA,     ,,146,               ,04/02/2018,02:00,com vítima,80 ,501   ,0,1,0,0,1,0,0,0,0,0,0,0,1,0,SU3,22,17177,,Colisão,-23.6789,-46.6574,,,,
D021801160,12403,M'BOI MIRIM, ES ,     ,,5000,               ,12/02/2018,17:00,com vítima,100,1482  ,0,0,0,0,0,0,1,0,0,0,0,0,1,0,SO3,43,12403,,Queda ocupante dentro,-23.6954,-46.7794,,,,
D021801164,07420,FRANCISCO DE TAVES, RUA,     ,,129,               ,24/02/2018,17:40,com vítima,20 ,1984  ,1,1,0,0,0,0,0,0,0,0,0,0,1,0,CN2,81,07420,,Colisão transversal,-23.4608,-46.6082,,,,
D021801167,34682,CAMPO LIMPO, ES  DO ,     ,,4200,               ,14/02/2018,11:00,com vítima,37 ,676   ,0,1,0,0,0,0,0,0,0,0,0,0,1,0,OE3,17,34682,,Queda moto/bicicleta,-23.6271,-46.7667,,,,
D021801168,20089,ZUQUIM, RUA DR   ,     ,,1955,               ,07/02/2018,16:30,atropelamento,20 ,1170  ,0,1,0,0,0,0,0,0,0,0,0,0,2,0,CN2,70,20089,,Atropelamento,-23.4885,-46.6238,,,,
D021801169,14350,MUTINGA, AV ,     ,,870,               ,21/02/2018,08:30,com vítima,33 ,782   ,1,1,0,0,0,0,0,0,0,0,0,0,1,0,NO3,63,14350,,Colisão transversal,-23.487,-46.735,,,,
D021801174,04561,CASTELO BRANCO, AV  PRES ,     ,,9001,               ,27/02/2018,21:10,atropelamento,12 ,1275  ,1,0,0,0,0,0,0,0,0,0,0,0,1,0,TT ,6 ,29772,,Atropelamento,-23.512,-46.6814,,,,
D021801175,02181,ARICANDUVA, AV ,     ,,5550,               ,05/02/2018,18:14,com vítima,66 ,740   ,1,1,0,0,0,0,0,0,0,0,0,0,1,0,SE3,4 ,02181,,Colisão lateral,-23.5672,-46.5062,,,,
D021801177,19931,WASHINGTON LUIS, AV ,     ,,1709,               ,10/02/2018,16:30,com vítima,11 ,1449  ,0,0,1,0,0,0,0,0,0,0,0,0,1,0,SU3,16,19931,,Choque,-23.6538,-46.6899,,PO,,
D021801178,47845,PAULO ARENTINO, RUA,     ,,2,               ,23/02/2018,23:59,com vítima,74 ,976   ,0,2,0,0,0,0,0,0,0,0,0,0,1,0,NO3,42,47845,,Colisão,-23.4391,-46.7329,,,,
D021801179,15188,OTAVIANO ALVES DE LIMA, AV ,     ,,3000,               ,04/02/2018,07:00,com vítima,40 ,389   ,1,1,0,0,0,0,0,0,0,0,0,0,1,0,TT ,50,29772,,Colisão lateral,-23.5087,-46.6839,,,,
D021801182,72670,INACIO MONTEIRO, RUA,     ,,6900,               ,24/02/2018,17:00,com vítima,44 ,832   ,1,1,0,0,0,0,0,0,0,0,0,0,1,0,LE4,25,72670,,Colisão,-23.5735,-46.3931,,,,
D021801185,04736,CELSO GARCIA, AV ,     ,,4043,               ,09/02/2018,19:00,com vítima,52 ,366   ,1,1,0,0,0,0,0,0,0,0,0,0,1,0,LE1,80,04736,,Colisão transversal,-23.5353,-46.5729,,,,
D021801187,43404,VILANOVA ARTIGAS, AV  ARQ  ,     ,,1395,               ,04/02/2018,15:00,com vítima,69 ,1271  ,0,1,0,0,0,0,0,0,0,0,0,0,2,0,SE1,76,43404,,Queda moto/bicicleta,-23.6075,-46.5009,,,,
D021801193,00066,ABRAAO DE MORAIS, AV  PROF ,     ,,966,               ,03/02/2018,23:00,atropelamento,16 ,1034  ,1,0,0,0,0,0,0,0,0,0,0,0,1,0,SU1,77,00066,,Atropelamento,-23.6123,-46.6274,,,,
D021801195,17824,SAPOPEMBA, AV ,     ,,7116,               ,14/02/2018,05:23,com vítima,70 ,1739  ,0,0,0,0,0,0,0,0,0,0,0,1,1,0,SE1,76,17824,,Queda ocupante dentro,-23.5921,-46.5287,,,,
D021801196,08478,GUILHERME COTCHING, AV ,     ,,1943,               ,02/02/2018,19:40,com vítima,19 ,658   ,0,0,1,0,0,0,0,0,0,0,0,0,1,0,CN2,89,08478,,Queda ocupante fora,-23.5139,-46.5863,,,,
D021801197,39558,CATHARINA GUILGER REIMBERG, RUA,     ,,11,               ,24/02/2018,16:10,atropelamento,25 ,742   ,1,0,0,0,0,0,0,0,0,0,0,0,1,0,SU4,52,39558,,Atropelamento,-23.8818,-46.7405,,,,
D021801199,47022,MIGUEL IGNACIO CURI, AV ,     ,,111,               ,28/02/2018,07:10,com vítima,65 ,732   ,1,1,0,0,0,0,0,0,0,0,0,0,1,0,LE4,37,47022,,Colisão traseira,-23.5462,-46.4669,,,,
D021801201,15656,PAULISTA, AV ,     ,,2163,               ,16/02/2018,16:30,com vítima,78 ,1452  ,0,0,1,0,0,0,0,0,0,0,0,0,1,0,OE1,26,15656,,Queda ocupante dentro,-23.5578,-46.6599,,,,
D021801203,00954,AMADOR BUENO DA VEIGA, AV ,     ,,4508,               ,01/02/2018,15:40,atropelamento,24 ,870   ,0,1,0,0,0,0,0,0,0,0,0,0,1,0,LE3,64,00954,,Atropelamento,-23.5133,-46.5048,,,,
D021801207,15304,PAES DE BARROS, AV ,     ,,1753,               ,26/02/2018,13:37,com vítima,18 ,280   ,1,1,0,0,0,0,0,0,0,0,0,0,1,0,SE2,53,15304,,Colisão,-23.567,-46.5908,,,,
D021801210,12563,MAMUD RAHD, RUA,10871,JAPIUBA, RUA,0,               ,01/02/2018,11:40,com vítima,20 ,957   ,1,1,0,0,0,0,0,0,0,0,0,0,1,0,CN2,81,10871,12563,Colisão transversal,-23.4596,-46.6252,,,,
D021801211,19931,WASHINGTON LUIS, AV ,     ,,3270,               ,11/02/2018,15:40,com vítima,11 ,900051,1,0,0,0,0,0,0,0,0,0,0,0,2,0,SU3,22,19931,,Choque,-23.6496,-46.677,,PO,,
D021801212,03852,CIPRIANO RODRIGUES, AV ,28944,MANOEL FERREIRA PIRES, RUA,0,               ,26/02/2018,22:46,com vítima,41 ,784   ,1,1,0,0,0,0,0,0,0,0,0,0,1,0,SE1,4 ,03852,28944,Colisão,-23.5772,-46.5245,,,,
D021801213,10581,JOAQUIM MARRA, RUA,07645,FRONTIN, AV  CD    DE ,0,               ,26/02/2018,10:21,com vítima,21 ,673   ,0,1,1,0,0,0,0,0,0,0,0,0,1,0,LE3,91,07645,10581,Colisão lateral,-23.5313,-46.5224,,,,
D021801214,19412,CARAIPE DAS AGUAS, RUA,     ,,948,               ,01/02/2018,22:30,com vítima,59 ,1098  ,1,1,0,0,0,0,0,0,0,0,0,0,2,0,LE2,84,19412,,Colisão lateral,-23.5023,-46.4137,,,,
